asin,fnsku,seller_sku,condition,inventory_status,total_quantity,in_stock_supply_quantity,inbound_working,inbound_shipped,inbound_receiving,available,unsellable,researching,reserved_transfers,reserved_processing,reserved_customer,last_updated_time,row_last_updated_age_hours,row_last_updated_status,row_last_updated_is_stale,row_stock_truth_adjustment,row_stock_truth_source,row_token_available_units,row_token_total_effective_units
B08ZJL6FGL,X002FSB8DV,UN-2721-RX94,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B00SWSU5BG,X002HVZPOT,3N-WGU4-MT5X,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B006SYGN9O,X002JGBICP,SE-UITZ-7CPY,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2026-06-10T02:06:27Z,3.06,FRESH,0,,SPAPI,0,10
B082DG6GJ6,X002C5KLWV,NX-0Q7A-XR6H,NewItem,,6,0,0,0,0,0,0,0,0,0,0,2025-11-10T03:11:19Z,5089.98,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,6
B0897VHKW6,X002AQ3LX3,BL-WX51-KQOK,NewItem,,8,2,0,0,0,2,0,0,0,0,0,2026-04-18T03:27:37Z,1273.71,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,2,8
B094D24L5J,X0026L1OCH,SR-JF1N-II8S,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-05-06T16:49:28Z,9588.34,STALE,1,,SPAPI_STALE,0,0
B08MT6CW12,X002F5TOJ9,DX-1NE9-39YS,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B08M52B4M5,X002595YRB,AX-NKNU-29C1,NewItem,,1,0,0,0,0,0,0,0,0,1,0,2026-06-10T03:56:31Z,1.22,FRESH,0,,SPAPI,0,180
B09M3PFZC8,X00293C8PJ,HL-03ZR-QPHH,NewItem,,5,1,0,0,0,1,0,0,0,0,0,2026-04-17T03:22:50Z,1297.79,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,1,5
B08CHK57TB,X002EE6Q51,J1-6I0O-YXCL,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B07JXBDGJB,X001YC8GR5,JE-D4LO-O2JD,NewItem,,30,0,0,0,0,0,0,0,0,0,0,2026-05-31T15:47:44Z,229.37,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,30
B0B337ZY41,X001YBXX0B,M5-71MK-T0DL,NewItem,,1,0,0,0,0,0,0,0,0,0,0,2025-11-18T22:30:49Z,4878.65,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,1
B0001IWI10,X0028A3ZH3,G9-GAEI-FQI3,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-18T04:41:29Z,6360.47,STALE,1,,SPAPI_STALE,0,0
B08CB36DY9,X002E15NB7,OT-3LZR-3R6K,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-12-02T17:33:45Z,4547.60,STALE,1,,SPAPI_STALE,0,0
B0CSG9BFMJ,X002F5VUNR,KQ-XRZK-09KK,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B000FPU2SK,X0020N76XR,TK-E7QE-T40G,NewItem,,2,0,0,0,0,0,2,2,0,0,0,2026-06-10T04:35:24Z,0.58,FRESH,0,,SPAPI,0,22
B004ZMXOMA,X00293IFMJ,5H-EJ59-AZPA,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-13T18:34:35Z,7210.59,STALE,1,,SPAPI_STALE,0,0
B00O5NEUAY,X0028QJ1KR,QP-BCUW-E90M,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-18T19:27:45Z,7089.70,STALE,1,,SPAPI_STALE,0,0
B0D3JCMSF5,X0023D8I5J,PH-M7S4-05R5,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-13T00:54:36Z,8692.26,STALE,1,,SPAPI_STALE,0,0
B002KFZKZ8,X0028QJ2XX,2G-AYBQ-TUQG,NewItem,,15,4,0,0,0,4,0,0,0,0,0,2026-06-02T08:14:46Z,188.92,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,4,15
B07SLLYRSP,X001XRRDUH,SU-5LQH-2DVN,NewOEM,,76,1,0,0,0,1,0,0,0,0,0,2026-02-27T01:24:21Z,2475.76,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,1,76
B0CKS4H64X,X0021LOYDN,MY-85FY-TSON,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-07T13:09:29Z,8824.01,STALE,1,,SPAPI_STALE,0,0
B0001P0DLU,X0023ISRE1,JB-RGB6-LZOJ,NewItem,,103,29,0,0,0,29,0,0,0,0,0,2026-05-27T06:47:48Z,334.37,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,28,103
B00BUY54DI,X0025DXO79,FA-LRV6-YRFW,NewItem,,62,62,0,0,0,62,0,0,0,0,0,2026-06-09T21:26:47Z,7.72,FRESH,0,,SPAPI,62,72
B001Q77TI2,X0021O4AW5,D7-MGBX-RX2P,NewItem,,91,0,0,0,0,0,0,0,0,0,0,2026-01-02T18:04:09Z,3803.10,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,91
B0073TTHBY,X0022WK51L,MW-9K5M-VKW8,NewItem,,23,0,0,0,22,0,0,0,0,1,0,2026-06-10T03:57:40Z,1.20,FRESH,0,,SPAPI,22,160
B011SEA38A,X00200KRQD,PE-G94Y-4PYO,NewItem,,17,1,0,0,0,1,0,0,0,0,0,2026-02-12T18:52:32Z,2818.29,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,1,17
B010E25DI2,X0021K11U3,4F-HT42-FD26,NewItem,,61,0,0,0,0,0,0,0,0,0,0,2026-05-16T00:24:56Z,604.75,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,61
B0052VXJGO,X0028A4L7L,D2-8SPY-Q095,NewItem,,14,0,0,0,0,0,0,0,0,0,0,2026-02-07T21:51:18Z,2935.31,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,14
B088FKCDV6,X002C8KRV3,U4-61J7-ERHI,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-28T14:54:29Z,6110.26,STALE,1,,SPAPI_STALE,0,0
B078SZDV17,X002B84P21,FM-7COC-V8U2,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B0BBWH7DBT,X002FS9H0H,3Q-8PJ1-BLBC,UsedAcceptable,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B000MQ663C,X0028A13FJ,N4-5C3G-RJS1,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-16T21:14:01Z,7135.93,STALE,1,,SPAPI_STALE,0,0
B0C4RR58SF,X002B7YA5J,B1-4B2R-MBRP,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-13T20:24:58Z,7208.75,STALE,1,,SPAPI_STALE,0,0
B08X1WM596,X0029XFO6T,TE-Y18U-S2O1,NewItem,,5,0,0,0,0,0,0,0,0,0,0,2025-11-23T17:46:38Z,4763.39,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,5
B012AO02EM,X002BPMDPF,4F-I024-EY2R,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-03T03:21:39Z,6721.81,STALE,1,,SPAPI_STALE,0,0
B00605WJ9O,X00238MX69,6L-SDA9-P13J,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-09-04T04:14:42Z,6696.92,STALE,1,,SPAPI_STALE,0,0
B0D3J9M2H8,X002E028OX,PY-XV78-3OG5,NewItem,,7,0,0,0,0,0,0,0,0,0,0,2026-01-06T13:34:22Z,3711.59,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,7
B08M8CQHHV,X0024FEL0R,ZI-1MA2-8QGC,NewItem,,5,0,0,0,0,0,0,0,0,0,0,2025-11-24T03:48:24Z,4753.36,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,5
B08MW8XMNQ,X0022RQT3T,5Z-6Z0P-9TQQ,NewItem,,12,0,0,0,0,0,0,0,0,0,0,2026-03-13T03:44:03Z,2137.43,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,12
B07QQDMJ6M,X001ZK4BVL,EV-CHU5-XU3G,NewItem,,106,105,0,0,0,105,0,0,0,1,0,2026-06-09T22:15:15Z,6.91,FRESH,0,,SPAPI,257,528
B09NQ9ZHDQ,X002ASCEM5,PT-7SUD-DDSG,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B0037B0C66,X00204ZS59,K5-QUBI-YTWD,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-27T19:16:12Z,6873.90,STALE,1,,SPAPI_STALE,0,0
B07W45L22P,X0025E26D1,81-3DY5-BFOR,NewItem,,4,0,0,0,0,0,0,0,0,0,0,2025-12-22T01:17:22Z,4083.88,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,4
B07BBZZ8RC,X00230DHDZ,WR-3V7D-BB7Z,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-16T16:31:17Z,5676.64,STALE,1,,SPAPI_STALE,0,0
B0B2RBG672,X002BPWC29,8M-NHB7-T8TR,NewItem,,29,0,0,0,0,0,0,0,0,0,0,2026-03-17T10:53:21Z,2034.28,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,29
B08FSDMVNP,X00245PODF,EE-KTDC-KCFY,NewItem,,30,1,0,0,0,1,0,0,0,0,0,2026-02-26T04:26:05Z,2496.73,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,1,30
B005HXLH3O,X0022I2UDV,JY-781R-EYHZ,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-20T20:40:21Z,8504.49,STALE,1,,SPAPI_STALE,0,0
B0B6GD6QF8,X00233PE4R,94-X6R7-SCOW,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-11T10:23:01Z,5802.78,STALE,1,,SPAPI_STALE,0,0
B09NQ9ZHDQ,X002ASCGCD,8S-MI05-1R1X,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B08FKZMQH8,X0029NJ4MT,VA-V4J8-WHCT,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-29T00:42:28Z,8308.46,STALE,1,,SPAPI_STALE,0,0
B004S0S0S2,X0029FJQ0R,VI-ICHI-WPB5,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-06-07T11:13:14Z,8825.95,STALE,1,,SPAPI_STALE,0,0
B0844ZRHS9,X002F5H8QP,R4-0AXZ-ZZ9D,NewItem,,15,0,0,0,0,0,0,0,0,0,0,2026-03-23T23:45:08Z,1877.41,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,15
B09LDDFK4R,X002B838YR,L5-PF3B-WHU4,NewItem,,44,14,0,0,0,14,0,0,0,0,0,2026-04-25T02:34:37Z,1106.59,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,14,44
B07RRQX71T,X002F8L4ZN,4U-XT39-AMUJ,NewItem,,4,0,0,0,0,0,0,0,0,0,0,2025-11-03T00:34:39Z,5260.59,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,4
B002BWSZS4,X0022PHZZR,IB-PMXX-S0AE,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-09T16:48:06Z,8052.36,STALE,1,,SPAPI_STALE,0,0
B004TRSSIQ,X0028A4P9P,NX-YY01-TLFO,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-20T22:57:24Z,5574.21,STALE,1,,SPAPI_STALE,0,0
B00F4LA0K0,X0028A4KS1,RW-AZK6-O4M2,NewItem,,42,0,0,0,0,0,0,0,0,0,0,2026-03-07T17:18:08Z,2267.86,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,42
B06XY4DS8H,X0029MJTXJ,V1-ON8D-S6WQ,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B075XT2J8X,X0029FIBPX,RZ-6ZL9-CZ7J,NewItem,,60,45,0,0,0,45,0,0,0,0,0,2026-06-06T15:06:59Z,86.05,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,45,60
B06XGFW1Q2,X0029FBT1B,PN-0NVI-R2WQ,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-07-14T19:21:07Z,7929.81,STALE,1,,SPAPI_STALE,0,0
B01CKK8CU2,X0021K3PG1,BQ-O3OI-FTJU,NewItem,,38,0,0,0,0,0,0,0,0,0,0,2026-01-31T13:52:30Z,3111.29,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,38
B0BTTHVGD3,X002FSEE1T,FZ-YQYO-ICX5,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B07DRLVHM2,X002E17THX,MW-RSG9-3S2C,NewItem,,0,0,0,0,0,0,0,0,0,0,0,,,UNKNOWN,1,,SPAPI_STALE,0,0
B0BMKQKC3M,X002AODXND,X1-APP3-4HQ6,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-18T07:51:23Z,5637.31,STALE,1,,SPAPI_STALE,0,0
B099FBD93Y,X00293HUF7,XJ-2FN3-M9FH,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-10-23T13:48:35Z,5511.36,STALE,1,,SPAPI_STALE,0,0
B08MVGD2ND,X002EE4EKP,RI-VSUS-0YTD,NewItem,,24,1,0,0,0,1,0,0,0,0,0,2026-04-22T02:29:31Z,1178.67,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,1,24
B0D3J9C8NN,X0025GWHAB,MF-TPXM-F8AF,NewItem,,1,0,0,0,0,0,0,0,0,0,0,2025-11-21T14:22:07Z,4814.80,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,1
B075WYWJ5L,X002B82M21,2L-M26G-560I,NewItem,,3,0,0,0,0,0,0,0,0,0,0,2025-11-03T09:50:02Z,5251.33,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,3
B0915M1DLF,X002BPXUYN,SQ-7QYT-5D5B,NewItem,,11,0,0,0,0,0,0,0,0,0,0,2026-04-15T15:39:52Z,1333.50,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,11
B09445GL1C,X002BA017H,L1-54EX-56YC,NewItem,,43,2,0,0,0,2,0,0,0,0,0,2026-05-25T21:03:56Z,368.10,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,2,43
B0001IWX7E,X002AFARJP,XE-27ZG-EZPZ,NewItem,,18,0,0,0,0,0,0,0,0,0,0,2026-03-03T21:12:36Z,2359.96,STALE,1,TOKEN_FLOOR,SPAPI_TOKEN_FLOOR,0,18
B0CNT2Z32S,X0029NFJU5,TA-7DAZ-18PU,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-08-30T16:54:28Z,6804.26,STALE,1,,SPAPI_STALE,0,0
B005BFZAK4,X001YC7W25,9D-PMDG-ALP4,NewItem,,0,0,0,0,0,0,0,0,0,0,0,2025-04-24T00:28:16Z,9892.69,STALE,1,,SPAPI_STALE,0,0
